tree_id,scientific_name,diameter_breast_height_cm,tree_latitude,tree_longitude,canopy_id,canopy_area,canopy_diameter
1286314,Schinus molle,25.0,-37.7889266,144.9259464,20687,742.23,30.741
1286316,Schinus molle,35.0,-37.78901337,144.9257915,52778,353.32,21.21
1286318,Schinus molle,30.0,-37.7891071,144.9256552,52778,353.32,21.21
1286321,Schinus molle,75.0,-37.7894315,144.9268533,11656,1043.297,36.447
1286323,Eucalyptus sp.,38.0,-37.78941093,144.9267202,10347,699.348,29.84
1286329,Schinus molle,59.0,-37.78953608,144.9269569,11656,1043.297,36.447
1286332,Schinus molle,45.0,-37.78929493,144.9267213,10347,699.348,29.84
1286335,Schinus molle,65.0,-37.78916005,144.9265914,10347,699.348,29.84
1286336,Schinus molle,30.0,-37.78918754,144.9255172,52778,353.32,21.21
1286383,Ulmus x hollandica,70.0,-37.78962303,144.929142,55117,953.109,34.836
1286471,Platanus x acerifolia,23.0,-37.79176617,144.930406,51889,173.32,14.855
1286476,Platanus x acerifolia,45.0,-37.79222467,144.9305153,13926,399.832,22.563
1286477,Platanus x acerifolia,45.0,-37.79148811,144.9303295,35764,310.949,19.898
1286479,Platanus x acerifolia,20.0,-37.79252824,144.9305998,43106,36.906,6.855
1286485,Platanus x acerifolia,47.0,-37.79092999,144.930194,43079,790.617,31.728
1286486,Platanus x acerifolia,45.0,-37.7899479,144.9299453,5862,1030.535,36.223
1286488,Platanus x acerifolia,45.0,-37.7901499,144.930024,5862,1030.535,36.223
1286498,Platanus x acerifolia,40.0,-37.79273183,144.9306377,55363,584.988,27.292
1286524,Platanus x acerifolia,30.0,-37.7916449,144.9301973,55313,20.562,5.117
1286525,Platanus x acerifolia,30.0,-37.79055719,144.9299748,37241,208.113,16.278
1286535,Ulmus x hollandica,55.0,-37.79207506,144.9297436,48479,94.82,10.988
1286537,Ulmus procera,60.0,-37.79226963,144.9297934,4281,1890.891,49.067
1286542,Ulmus procera,30.0,-37.79174389,144.9296627,53700,136.621,13.189
1286548,Eucalyptus leucoxylon,30.0,-37.78986688,144.9299273,5862,1030.535,36.223
1286549,Ulmus x hollandica,60.0,-37.79257289,144.9298605,4281,1890.891,49.067
1286555,Ulmus procera,70.0,-37.79066452,144.9293907,51739,229.715,17.102
1286568,Platanus x acerifolia,40.0,-37.78917236,144.9297723,15769,1537.797,44.249
1286576,Platanus x acerifolia,27.0,-37.78910994,144.9296317,27647,162.195,14.371
1286579,Platanus x acerifolia,70.0,-37.78935737,144.9296713,15769,1537.797,44.249
1286583,Platanus x acerifolia,60.0,-37.79405044,144.9302407,50601,69.609,9.414
1286585,Platanus x acerifolia,50.0,-37.79400964,144.9303928,53882,1118.57,37.739
1286586,Platanus x acerifolia,50.0,-37.79411141,144.9304103,53882,1118.57,37.739
1286587,Platanus x acerifolia,45.0,-37.79420867,144.9304337,53882,1118.57,37.739
1286588,Platanus x acerifolia,40.0,-37.79432447,144.9304625,53882,1118.57,37.739
1286592,Platanus x acerifolia,60.0,-37.78897159,144.9297401,15769,1537.797,44.249
1286597,Platanus x acerifolia,30.0,-37.78883295,144.9297053,15769,1537.797,44.249
1939363,Eucalyptus viminalis subsp. pryoriana,,-37.77739814,144.9503508,40825,109.16,11.789
1939376,Eucalyptus viminalis subsp. pryoriana,,-37.77950843,144.9494698,33884,1404.395,42.286
1939381,Eucalyptus viminalis subsp. pryoriana,,-37.77846976,144.9506432,33842,14.215,4.254
1939383,Eucalyptus viminalis subsp. pryoriana,,-37.7782868,144.9492308,38345,441.891,23.72
1939388,Eucalyptus viminalis subsp. pryoriana,,-37.77743875,144.9503177,40825,109.16,11.789
1939391,Eucalyptus viminalis subsp. pryoriana,,-37.77945122,144.9502734,33898,1832.48,48.303
1939396,Eucalyptus viminalis subsp. pryoriana,,-37.77832207,144.9492641,38345,441.891,23.72
1939401,Eucalyptus viminalis subsp. pryoriana,,-37.77919986,144.9493611,33884,1404.395,42.286
1939402,Eucalyptus viminalis subsp. pryoriana,,-37.77917951,144.9491587,33884,1404.395,42.286
1939404,Eucalyptus viminalis subsp. pryoriana,,-37.77917177,144.951075,53165,583.711,27.262
1909503,Callitris gracilis,,-37.82306416,144.9876577,56324,44.598,7.536
1786265,Geijera parviflora,,-37.79971628,144.9396708,54870,16.449,4.576
1766263,Platanus x acerifolia,,-37.80117569,144.9499442,45385,2.367,1.736
1635416,Acer rubrum,30.0,-37.79034687,144.9425714,13829,5.574,2.664
1635427,Allocasuarina littoralis,,-37.78020996,144.9405406,56640,139.758,13.34
1635434,Quercus robur,20.0,-37.82677356,144.9592853,24180,1.551,1.405
1564516,Eucalyptus camaldulensis,,-37.81943328,144.9748623,6877,203.68,16.104
1564530,Angophora costata,,-37.81884295,144.9737937,41992,605.754,27.772
1564532,Angophora costata,,-37.8188388,144.9737516,41992,605.754,27.772
1564545,Callistemon viminalis,,-37.81870161,144.9698405,32981,851.309,32.923
1564555,Callistemon viminalis,,-37.81869064,144.9701402,32981,851.309,32.923
1564559,Angophora costata,,-37.81843741,144.9710047,16129,2345.648,54.65
1564565,Angophora costata,,-37.81829016,144.9709458,16129,2345.648,54.65
1564566,Angophora costata,,-37.81824623,144.9709542,16129,2345.648,54.65
1564567,Angophora costata,,-37.81818807,144.9709451,16129,2345.648,54.65
1564570,Corymbia maculata,,-37.81811573,144.9709199,16129,2345.648,54.65
1564575,Angophora costata,,-37.81800701,144.9712299,31186,735.77,30.607
1564587,Angophora costata,,-37.81814512,144.9712814,31186,735.77,30.607
1564589,Angophora costata,,-37.81814459,144.9713865,31186,735.77,30.607
1564605,Eucalyptus camaldulensis,,-37.81959658,144.9753201,49763,178.789,15.088
1454919,Angophora costata,37.0,-37.80818921,144.9434354,52879,42.605,7.365
1454928,Eucalyptus leucoxylon,50.0,-37.79368207,144.9234269,22122,1446.082,42.909
1454935,Platanus x acerifolia,50.0,-37.79000047,144.93184,13851,3020.402,62.014
1454936,Platanus x acerifolia,50.0,-37.78969945,144.9317605,12825,7.145,3.016
1359035,Quercus palustris,,-37.80924006,144.9737567,15499,71.375,9.533
1359990,Angophora costata,20.0,-37.79739595,144.9659962,38572,376.816,21.904
1359993,Angophora costata,20.0,-37.79766087,144.9659559,44741,17.848,4.767
1359995,Angophora costata,28.0,-37.80041352,144.965472,42846,19.977,5.043
1359997,Angophora costata,20.0,-37.80023927,144.9655048,48055,13.363,4.125
1359999,Angophora costata,15.0,-37.79992709,144.9655642,28852,13.406,4.131
1360000,Angophora costata,20.0,-37.79975946,144.9655901,26563,14.805,4.342
1360001,Angophora costata,18.0,-37.79961775,144.9656211,43742,20.383,5.094
1286215,Robinia pseudoacacia 'Frisia',28.0,-37.79186377,144.9278442,39919,272.07,18.612
1286216,Robinia pseudoacacia 'Frisia',28.0,-37.79105035,144.9278648,13832,134.074,13.066
1286217,Robinia pseudoacacia 'Frisia',30.0,-37.79099568,144.9278663,13832,134.074,13.066
1286218,Robinia pseudoacacia,30.0,-37.79093108,144.9278681,13832,134.074,13.066
1286219,Gleditsia triacanthos 'Sunburst',10.0,-37.79085815,144.9278681,53600,9.16,3.415
1286241,Schinus molle,60.0,-37.78915156,144.928087,52781,475.309,24.6
1286242,Schinus molle,50.0,-37.7891129,144.9281508,52781,475.309,24.6
1286251,Schinus molle,20.0,-37.78899017,144.9286638,27650,672.445,29.261
1286252,Schinus molle,23.0,-37.78904889,144.9285769,27650,672.445,29.261
1286264,Populus x canadensis,37.0,-37.78998167,144.9277902,42941,68.887,9.365
1286270,Populus x canadensis,30.0,-37.79077212,144.9277828,43036,17.457,4.715
1289818,Corymbia maculata,70.0,-37.79353477,144.9400074,29034,354.293,21.239
1289821,Schinus molle,23.0,-37.78862922,144.924877,23098,10.949,3.734
1289824,Schinus molle,27.0,-37.78843544,144.9251849,36583,73.164,9.652
1289826,Schinus molle,24.0,-37.78835432,144.9253161,28630,30.332,6.214
1289829,Schinus molle,45.0,-37.78826605,144.9256599,51138,339.422,20.789
1289836,Schinus molle,34.0,-37.7885401,144.9250198,27589,41.438,7.264
1289843,Platanus x acerifolia,32.0,-37.79382647,144.9395294,22067,146.66,13.665
1289850,Schinus molle,67.0,-37.7885887,144.9260999,20687,742.23,30.741
1289851,Zelkova serrata,20.0,-37.79369599,144.9397311,9489,95.254,11.013
1289852,Zelkova serrata,12.0,-37.79372913,144.9400185,50571,212.973,16.467
1289853,Zelkova serrata,18.0,-37.79376544,144.9403038,55473,563.133,26.777
1289855,Ulmus x hollandica,45.0,-37.79368969,144.940143,50571,212.973,16.467
1289857,Eucalyptus camaldulensis,47.0,-37.79369445,144.9403901,55473,563.133,26.777
1289858,Corymbia citriodora,57.0,-37.79359799,144.9403962,55473,563.133,26.777
1289859,Lophostemon confertus,45.0,-37.79348733,144.9404181,55473,563.133,26.777
1289861,Robinia pseudoacacia 'Frisia',34.0,-37.79370695,144.9394241,12211,1039.945,36.388
1289862,Schinus molle,30.0,-37.78889334,144.9284721,35414,190.512,15.575
1289865,Schinus molle,19.0,-37.78851536,144.9285246,22921,10.715,3.694
1289866,Schinus molle,20.0,-37.78855626,144.9284942,5354,10.004,3.569
1289870,Schinus molle,30.0,-37.78872167,144.928381,43465,221.012,16.775
1289871,Schinus molle,20.0,-37.78874247,144.9284326,43465,221.012,16.775
1289876,Schinus molle,10.0,-37.78890551,144.9283738,35414,190.512,15.575
1289877,Schinus molle,20.0,-37.78897386,144.9285849,27650,672.445,29.261
1289882,Schinus molle,25.0,-37.78857535,144.9288257,22918,10.957,3.735
1289895,Schinus molle,30.0,-37.78823466,144.9267009,36573,1686.062,46.333
1289896,Schinus molle,34.0,-37.78819298,144.9267814,36573,1686.062,46.333
1289898,Schinus molle,29.0,-37.7883706,144.9287751,18431,11.426,3.814
1289902,Platanus x acerifolia,40.0,-37.78809528,144.9278221,38005,80.672,10.135
1289904,Platanus x acerifolia,40.0,-37.78816869,144.9285193,5342,355.395,21.272
1289905,Schinus molle,28.0,-37.78821802,144.9284869,5342,355.395,21.272
1289906,Schinus molle,23.0,-37.78828591,144.9284829,5342,355.395,21.272
1289907,Schinus molle,23.0,-37.78836653,144.9284494,5342,355.395,21.272
1289908,Schinus molle,34.0,-37.78841409,144.9285149,5342,355.395,21.272
1289911,Schinus molle,45.0,-37.78855601,144.9264078,38029,419.855,23.121
1289962,Zelkova serrata,32.0,-37.79398597,144.9404042,52132,537.453,26.159
1289965,Zelkova serrata,34.0,-37.7943042,144.9397417,48639,152.938,13.954
1289967,Zelkova serrata,27.0,-37.79434627,144.9400621,22123,53.156,8.227
1289968,Zelkova serrata,27.0,-37.79436395,144.9402204,50614,49.926,7.973
1289970,Zelkova serrata,38.0,-37.79460177,144.940456,22180,274.707,18.702
1289976,Zelkova serrata,23.0,-37.79466868,144.9403017,55577,34.156,6.595
1289979,Corymbia maculata,47.0,-37.79515719,144.9400876,12441,2348.98,54.688
1289980,Zelkova serrata,20.0,-37.7950693,144.9401799,12441,2348.98,54.688
1289983,Ulmus parvifolia,32.0,-37.79539384,144.9399725,12441,2348.98,54.688
1289988,Zelkova serrata,40.0,-37.7947629,144.9401926,27777,149.57,13.8
1289989,Zelkova serrata,30.0,-37.79444737,144.9399674,46938,76.84,9.891
1289999,Ulmus parvifolia,32.0,-37.79453725,144.9408421,50635,369.477,21.689
1290000,Zelkova serrata,40.0,-37.79429567,144.9396333,48639,152.938,13.954
1290011,Zelkova serrata,27.0,-37.79490819,144.9399713,12387,62.141,8.895
1290014,Ulmus parvifolia,31.0,-37.79450489,144.9406029,22180,274.707,18.702
1939303,Melaleuca lanceolata,,-37.8216729,144.946555,33330,412.957,22.93
1808979,Howea forsteriana,,-37.80295091,144.9628718,27551,3732.426,68.937
1454909,Quercus palustris,15.0,-37.81020726,144.9477442,52492,14.688,4.325
1454997,Pistacia chinensis,13.0,-37.79451788,144.9559639,4471,159.941,14.27
1455030,Corymbia maculata,15.0,-37.82494991,144.9444177,7190,30.852,6.268
1289659,Platanus x acerifolia,30.0,-37.78873496,144.9245014,5397,134.094,13.067
1289665,Platanus x acerifolia,40.0,-37.78930671,144.9237679,36158,328.918,20.464
1289673,Platanus x acerifolia,35.0,-37.78866564,144.9244282,5397,134.094,13.067
1289707,Olea europea subsp. europea,12.0,-37.78984536,144.9283408,11655,2.301,1.712
1289919,Schinus molle,12.0,-37.78974991,144.9245621,30698,2081.547,51.481
1289927,Pyrus ussuriensis,30.0,-37.78908063,144.9248582,50246,119.648,12.343
1289931,Platanus x acerifolia,30.0,-37.78900609,144.9243903,18550,123.117,12.52
1289932,Platanus x acerifolia,27.0,-37.78908881,144.9242878,18570,395.293,22.434
1289935,Platanus x acerifolia,35.0,-37.78952111,144.9238016,50270,262.172,18.27
1289942,Schinus molle,32.0,-37.7893281,144.9251363,30657,688.91,29.617
1289945,Schinus molle,34.0,-37.78948537,144.9251138,30657,688.91,29.617
1289947,Schinus molle,30.0,-37.78955793,144.9251053,30657,688.91,29.617
1289952,Schinus molle,40.0,-37.78971477,144.9248892,30698,2081.547,51.481
1289955,Eucalyptus camaldulensis,45.0,-37.78972062,144.9247204,30698,2081.547,51.481
1289956,Ulmus x hollandica 'Vegeta',34.0,-37.78978789,144.9246979,30698,2081.547,51.481
1289957,Schinus molle,45.0,-37.78985925,144.9246928,30698,2081.547,51.481
1289958,Schinus molle,34.0,-37.78985626,144.9246718,30698,2081.547,51.481
1635332,Acacia pycnantha,,-37.78256036,144.9550893,56739,547.57,26.404
1635351,Acacia pycnantha,,-37.78255243,144.9553713,56739,547.57,26.404
1635400,Acacia mearnsii,,-37.78299414,144.9562686,53255,188.422,15.489
1511815,Ulmus parvifolia,12.0,-37.81290555,144.9843597,12564,94.238,10.954
1804631,Allocasuarina littoralis,,-37.7834257,144.9413562,35871,7878.914,100.159
1804635,Allocasuarina littoralis,,-37.78342746,144.9413076,35871,7878.914,100.159
1804637,Allocasuarina littoralis,,-37.78343758,144.9407883,35871,7878.914,100.159
1804642,Elaeocarpus reticulatus,,-37.80304621,144.9628793,27551,3732.426,68.937
1805305,Myoporum bateae,,-37.82700785,144.9844194,55976,415.691,23.006
1805324,Elaeocarpus eumundi,,-37.8265337,144.9824786,22274,177.711,15.042
1805326,Flindersia australis,,-37.82661855,144.9824604,22274,177.711,15.042
1805339,Flindersia australis,,-37.82663003,144.9827781,26613,158.23,14.194
1805345,Elaeocarpus eumundi,,-37.82673219,144.9827844,18161,123.504,12.54
1805347,Elaeocarpus eumundi,,-37.82675735,144.9828599,18161,123.504,12.54
1358105,Pyrus calleryana,17.0,-37.82311312,144.9418027,8625,164.32,14.464
1358107,Pyrus calleryana,28.0,-37.82305456,144.9418333,8625,164.32,14.464
1358112,Pyrus calleryana,30.0,-37.8230811,144.9416618,24573,117.387,12.225
1358118,Pyrus calleryana,30.0,-37.82316461,144.9416502,3410,28.824,6.058
1358120,Pyrus calleryana,30.0,-37.82305345,144.9415353,4568,119.555,12.338
1358123,Pyrus calleryana,25.0,-37.82298948,144.9414906,4568,119.555,12.338
1358124,Pyrus calleryana,30.0,-37.82298402,144.9414597,4568,119.555,12.338
1358142,Ficus microcarpa var. hillii,45.0,-37.8243884,144.9435863,7784,274.504,18.695
1358152,Ulmus parvifolia,10.0,-37.82451382,144.9445743,40572,86.309,10.483
1358153,Ulmus parvifolia,10.0,-37.8245439,144.9445382,40572,86.309,10.483
1358155,Ulmus parvifolia,15.0,-37.82458263,144.9445388,40572,86.309,10.483
1358172,Ficus microcarpa var. hillii,35.0,-37.82462098,144.9455882,54598,685.977,29.554
1358173,Ficus microcarpa var. hillii,28.0,-37.82463087,144.9454667,54598,685.977,29.554
1358176,Ficus microcarpa var. hillii,28.0,-37.82469786,144.9455557,54598,685.977,29.554
1358177,Ficus microcarpa var. hillii,28.0,-37.82467809,144.945494,54598,685.977,29.554
1358178,Ficus microcarpa var. hillii,25.0,-37.82464299,144.9453956,54598,685.977,29.554
1358180,Ficus microcarpa var. hillii,30.0,-37.82472907,144.9453545,54598,685.977,29.554
1358181,Ficus microcarpa var. hillii,27.0,-37.82476873,144.9453315,54598,685.977,29.554
1358182,Ficus microcarpa var. hillii,24.0,-37.82481219,144.9452967,54598,685.977,29.554
1358207,Ficus microcarpa var. hillii,50.0,-37.82471083,144.947289,41453,850.93,32.916
1358210,Ficus microcarpa var. hillii,24.0,-37.82461726,144.9473929,41453,850.93,32.916
1358212,Ficus microcarpa var. hillii,24.0,-37.82453853,144.9474267,41453,850.93,32.916
1358215,Ficus microcarpa var. hillii,30.0,-37.82443064,144.9474588,41453,850.93,32.916
1358219,Ficus microcarpa var. hillii,41.0,-37.8242943,144.9475284,41453,850.93,32.916
1358221,Ficus microcarpa var. hillii,50.0,-37.82413055,144.9475811,56345,102.527,11.425
1358222,Phoenix canariensis,60.0,-37.82404822,144.947639,33493,179.824,15.131
1358228,Phoenix canariensis,60.0,-37.82392883,144.9477018,33493,179.824,15.131
1288198,Corymbia maculata,37.0,-37.79885223,144.9497661,44885,221.387,16.789
1288201,Eucalyptus leucoxylon,30.0,-37.79690332,144.9469426,15165,35.219,6.696
1288273,Pyrus calleryana,,-37.80288543,144.9540331,5209,157.031,14.14
1288277,Quercus palustris,,-37.80549772,144.9553531,36212,44.488,7.526
1859819,Eucalyptus camaldulensis,,-37.79013636,144.9494085,19969,6.176,2.804
1859829,Acacia saligna,,-37.83645673,144.9145265,8905,14.426,4.286
1859836,Acacia melanoxylon,,-37.83472766,144.9135753,29798,12.723,4.025
1827719,Acacia mearnsii,,-37.7799073,144.9537448,10655,44.57,7.533
1827760,Bursaria spinosa,,-37.78002171,144.953736,16883,255.543,18.038
1827902,Bursaria spinosa,,-37.77987839,144.9535037,32594,341.84,20.863
1828120,Acacia mearnsii,,-37.78005746,144.9536605,16883,255.543,18.038
1805255,Eucalyptus camaldulensis,,-37.79148005,144.9453214,55277,130.715,12.901
1805264,Eucalyptus camaldulensis,,-37.7914739,144.9453797,55277,130.715,12.901
1805269,Acacia implexa,,-37.79153814,144.9453888,55277,130.715,12.901
1805270,Acacia implexa,,-37.79152759,144.945401,55277,130.715,12.901
1805282,Eucalyptus camaldulensis,,-37.78026199,144.9603132,7345,1886.664,49.012
1635221,Eucalyptus leucoxylon subsp. connata,30.0,-37.77952276,144.9492302,33884,1404.395,42.286
1635952,Brachychiton acerifolius,,-37.80383827,144.9119917,18965,551.668,26.503
1635958,Brachychiton populneus,,-37.80385015,144.9121535,12926,26.441,5.802
1635960,Brachychiton populneus,,-37.80378488,144.9120797,18965,551.668,26.503
1635977,Brachychiton populneus,,-37.80232325,144.9147918,5220,94.375,10.962
1635981,Brachychiton populneus,,-37.80230679,144.9149925,5218,71.949,9.571
1635997,Eucalyptus leucoxylon subsp. connata,,-37.77970554,144.9511921,48905,18.926,4.909
1636011,Acacia pycnantha,,-37.78167579,144.9546628,53208,440.531,23.683
1636035,Allocasuarina littoralis,,-37.79501548,144.9239992,53946,78.613,10.005
1636036,Allocasuarina littoralis,,-37.79502944,144.9240205,53946,78.613,10.005
1636038,Allocasuarina littoralis,,-37.79501552,144.9240685,53946,78.613,10.005
1510151,Brachychiton acerifolius,80.0,-37.79687353,144.92079,15210,4.773,2.465
1510158,Brachychiton acerifolius,10.0,-37.7965391,144.9207289,12005,1.496,1.38
1510159,Brachychiton acerifolius,10.0,-37.79638631,144.9207407,18983,3.051,1.971
1510160,Brachychiton acerifolius,10.0,-37.79646049,144.9207265,38539,1.211,1.242
1510164,Angophora costata,,-37.79656067,144.9210474,53375,11.609,3.845
1510175,Brachychiton acerifolius,10.0,-37.79568828,144.9211011,52405,10.598,3.673
1510179,Brachychiton acerifolius,60.0,-37.7955604,144.9211002,9584,2.355,1.732
1067436,Melia azedarach,,-37.7876874,144.9573614,23175,156.828,14.131
1067458,Melia azedarach,,-37.78474698,144.9582906,1027,8.184,3.228
1067487,Tristaniopsis laurina,50.0,-37.784638,144.9415629,9637,3.152,2.003
1067491,Tristaniopsis laurina,70.0,-37.78573381,144.9417244,9694,3.926,2.236
1067502,Eucalyptus leucoxylon megalocarpa,,-37.78847318,144.9430668,10100,26.875,5.85
1067507,Eucalyptus leucoxylon megalocarpa,24.0,-37.78891217,144.9427615,18883,22.711,5.377
1067510,Eucalyptus leucoxylon megalocarpa,10.0,-37.78922361,144.9425222,20699,1631.469,45.577
1067519,Acer sp.,,-37.82568348,144.9626058,56960,41.891,7.303
1900693,Araucaria columnaris,,-37.78772763,144.9244061,49474,68.02,9.306
1900694,Cassia brewsteri,,-37.78772653,144.9243892,49474,68.02,9.306
1827832,Acacia dealbata,,-37.7791896,144.9528588,15059,646.344,28.687
1827973,Acacia pycnantha,,-37.77929639,144.952902,15059,646.344,28.687
1828041,Acacia dealbata,,-37.77936845,144.9529681,15059,646.344,28.687
1828385,Acacia pycnantha,,-37.77928105,144.9529037,15059,646.344,28.687
1805095,Banksia marginata,,-37.79002076,144.9563964,53531,1755.301,47.275
1805107,Banksia marginata,,-37.79038835,144.956609,21760,5692.793,85.137
1805114,Banksia marginata,,-37.7903406,144.956678,21760,5692.793,85.137
1805168,Acacia implexa,,-37.79131724,144.9450713,51786,141.617,13.428
1805181,Eucalyptus camaldulensis,,-37.79125644,144.9450804,51786,141.617,13.428
1805191,Acacia implexa,,-37.79131376,144.9451562,51786,141.617,13.428
1805194,Acacia implexa,,-37.7913529,144.9451266,51786,141.617,13.428
1805196,Acacia melanoxylon,,-37.79134589,144.9451448,51786,141.617,13.428
1805201,Acacia melanoxylon,,-37.791359,144.9451498,51786,141.617,13.428
1805216,Acacia melanoxylon,,-37.79137852,144.9452183,35699,108.895,11.775
1805224,Acacia melanoxylon,,-37.79140916,144.945263,35699,108.895,11.775
1805233,Eucalyptus polyanthemos,,-37.79141898,144.9453014,35699,108.895,11.775
1805234,Acacia implexa,,-37.79146177,144.9452479,35699,108.895,11.775
1805236,Acacia implexa,,-37.79145922,144.9452647,35699,108.895,11.775
1634695,Corymbia maculata,30.0,-37.78081009,144.9412178,44659,4.773,2.465
1634700,Corymbia citriodora,30.0,-37.81721682,144.9687305,32916,6.223,2.815
1634703,Platanus x acerifolia Ÿ??BloodgoodŸ??,30.0,-37.79417132,144.9190894,27788,1439.477,42.811
1635835,Acacia retinodes,,-37.78176386,144.9546908,53208,440.531,23.683
1635836,Acacia retinodes,,-37.78176207,144.9548525,30280,0.809,1.015
1635884,Brachychiton rupestris,,-37.80227219,144.9138689,12611,1395.688,42.155
1635894,Brachychiton rupestris,,-37.80245606,144.9134466,12611,1395.688,42.155
1635900,Brachychiton acerifolius,,-37.80280876,144.9131021,49431,457.102,24.125
1635906,Banksia marginata,,-37.80307452,144.9127943,26877,797.395,31.863
1635911,Banksia marginata,,-37.80309433,144.9127436,42635,2.492,1.781
1635916,Banksia marginata,,-37.80313959,144.9126506,26877,797.395,31.863
1510104,Buckinghamia celsissima,,-37.80060023,144.948408,46583,55.977,8.442
1510121,Buckinghamia celsissima,8.0,-37.80239442,144.9483743,18484,2.59,1.816
1510140,Buckinghamia celsissima,10.0,-37.80113987,144.9483122,36729,2.465,1.772
1900615,Backhousia citriodora,,-37.81579599,144.975051,13725,1885.836,49.001
1900621,Callistemon viminalis 'Kings Park Special',,-37.8157749,144.9750479,13725,1885.836,49.001
1900624,Lophostemon confertus,,-37.81572604,144.9752147,13725,1885.836,49.001
1900626,Grevillea hilliana,,-37.81573474,144.9751441,13725,1885.836,49.001
1900627,Casuarina cunninghamiana,,-37.81572944,144.9751729,13725,1885.836,49.001
1900629,Buckinghamia celsissima,,-37.81575622,144.9751519,13725,1885.836,49.001
1900632,Casuarina cunninghamiana,,-37.81574422,144.9751921,13725,1885.836,49.001
1900643,Lophostemon confertus,,-37.81572796,144.9753164,13725,1885.836,49.001
1900654,Tristaniopsis laurina,,-37.81574137,144.9754248,13725,1885.836,49.001
1900656,Acacia melanoxylon,,-37.81574017,144.9754519,13725,1885.836,49.001
1900661,Hymenosporum flavum,,-37.81574366,144.9755192,13725,1885.836,49.001
1900664,Cassia brewsteri,,-37.81574117,144.9755585,13725,1885.836,49.001
1827749,Bursaria spinosa,,-37.77932401,144.9520602,47440,790.566,31.727
1827881,Acacia mearnsii,,-37.77852991,144.9512278,30169,448.047,23.885
1827891,Eucalyptus polyanthemos,,-37.77891998,144.9515006,32544,105.82,11.608
1827908,Eucalyptus polyanthemos,,-37.78048306,144.9540511,40860,389.203,22.261
1827958,Bursaria spinosa,,-37.77905292,144.9516818,6115,272.523,18.628
1828014,Acacia pycnantha,,-37.78041891,144.9533575,24059,822.68,32.365
1828112,Acacia pycnantha,,-37.7804293,144.9533529,24059,822.68,32.365
1828212,Bursaria spinosa,,-37.78044186,144.9540747,40860,389.203,22.261
1828251,Bursaria spinosa,,-37.77934089,144.9520704,47440,790.566,31.727
1635568,Eucalyptus polyanthemos,,-37.77891019,144.94916,1714,201.867,16.032
1635574,Eucalyptus polyanthemos,,-37.77923631,144.9490698,33884,1404.395,42.286
1635598,Acacia retinodes,,-37.77997261,144.9499864,10661,526.957,25.903
1635625,Acacia retinodes,,-37.78019421,144.9509517,47524,10.066,3.58
1635634,Eucalyptus melliodora,,-37.77783141,144.9493817,33822,232.121,17.191
1635637,Eucalyptus melliodora,,-37.77778079,144.9493411,33822,232.121,17.191
1635638,Eucalyptus melliodora,,-37.77775857,144.9493695,33822,232.121,17.191
1635641,Eucalyptus melliodora,,-37.77789237,144.9492864,33822,232.121,17.191
1635662,Acacia retinodes,,-37.77821273,144.9492637,38345,441.891,23.72
1635669,Acacia pycnantha,,-37.77849028,144.9512127,30169,448.047,23.885
1635672,Acacia pycnantha,,-37.77834828,144.9510361,25023,155.352,14.064
1635685,Eucalyptus polyanthemos,,-37.77854549,144.9511654,30169,448.047,23.885
1635704,Allocasuarina verticillata,,-37.78046914,144.9533794,24059,822.68,32.365
1635710,Eucalyptus viminalis,,-37.78050123,144.9526648,25076,3.281,2.044
1635728,Acacia dealbata,,-37.78092206,144.9531506,48968,2854.66,60.288
1635732,Acacia dealbata,,-37.78094464,144.9529151,48968,2854.66,60.288
1635741,Acacia dealbata,,-37.78082647,144.9519591,1807,6.133,2.794
1635750,Eucalyptus camaldulensis,,-37.78077723,144.954362,1801,3.152,2.003
1635769,Eucalyptus melliodora,,-37.77934861,144.9533505,33872,438.914,23.64
1546355,Eucalyptus polyanthemos,,-37.78154372,144.9549853,32673,267.559,18.457
1546363,Eucalyptus tricarpa,10.0,-37.79260592,144.9575719,53741,421.395,23.163
1546373,Eucalyptus camaldulensis,,-37.77911,144.95142,15052,34.949,6.671
1900156,Pyrus sp.,,-37.83559442,144.9813227,10430,48.852,7.887
1740353,Melaleuca lanceolata,,-37.8021227,144.9192444,44012,2376.379,55.006
1740355,Melaleuca lanceolata,,-37.80219752,144.9193741,44012,2376.379,55.006
1740368,Bursaria spinosa,,-37.80213477,144.9193206,44012,2376.379,55.006
1740374,Bursaria spinosa,,-37.80216321,144.9193399,44012,2376.379,55.006
1740377,Bursaria spinosa,,-37.80219151,144.9193601,44012,2376.379,55.006
1740380,Myoporum insulare,,-37.8021264,144.9193519,44012,2376.379,55.006
1740381,Myoporum insulare,,-37.80212664,144.9193659,44012,2376.379,55.006
1740389,Myoporum insulare,,-37.80218778,144.919277,44012,2376.379,55.006
1740390,Myoporum insulare,,-37.80217518,144.9192823,44012,2376.379,55.006
1740394,Bursaria spinosa,,-37.80214049,144.919275,44012,2376.379,55.006
1740404,Bursaria spinosa,,-37.80213432,144.919173,44012,2376.379,55.006
1740412,Melaleuca lanceolata,,-37.80215193,144.919095,44012,2376.379,55.006
1740425,Melaleuca lanceolata,,-37.80212213,144.9189924,50209,37.344,6.895
1740426,Melaleuca lanceolata,,-37.80212118,144.9189799,50209,37.344,6.895
